,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002713,0.006026,0.0,5e-06,0.000154,0.002375,0.05069
dr-ibt,500.0,0.007118,0.009638,0.0,0.000709,0.00321,0.009611,0.060266
dr-ibt (tau=0),500.0,0.019957,0.024831,0.0,0.002058,0.01012,0.028736,0.133734
dm,500.0,0.018344,0.011824,2e-06,0.009397,0.016475,0.025278,0.06607
dr,500.0,0.005283,0.006972,0.0,0.000478,0.002221,0.007936,0.040257
mrdr,500.0,0.005777,0.007269,0.0,0.000678,0.002893,0.008391,0.040304
dr-os (oracle),500.0,0.002812,0.00591,0.0,7.8e-05,0.000492,0.002021,0.051885
dr-os,500.0,0.004974,0.007236,0.0,0.000347,0.001988,0.006729,0.051885
switch-dr (oracle),500.0,0.002957,0.004783,0.0,0.000161,0.001039,0.003844,0.036427
switch-dr,500.0,0.005411,0.00741,0.0,0.000522,0.002811,0.007235,0.049147
