,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001001,0.002701,0.0,4e-06,5.7e-05,0.000693,0.027123
dr-ibt,500.0,0.007348,0.009423,0.0,0.001074,0.003772,0.010187,0.066922
dr-ibt (tau=0),500.0,0.006444,0.006942,0.0,0.001135,0.004154,0.009517,0.036483
dm,500.0,0.010916,0.008695,8e-06,0.004378,0.008638,0.016217,0.041299
dr,500.0,0.006439,0.008933,0.0,0.000497,0.003143,0.008387,0.074681
mrdr,500.0,0.006511,0.008163,0.0,0.000795,0.003169,0.009222,0.04741
dr-os (oracle),500.0,0.001249,0.003211,0.0,3.7e-05,0.00021,0.000721,0.035921
dr-os,500.0,0.005744,0.008257,0.0,0.000562,0.002511,0.007679,0.060741
switch-dr (oracle),500.0,0.001484,0.002456,0.0,7.8e-05,0.000525,0.00175,0.013466
switch-dr,500.0,0.005992,0.00822,0.0,0.000677,0.003002,0.007797,0.048258
