,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.004593,0.007419,0.0,5.8e-05,0.001023,0.005748,0.050898
dr-ibt,500.0,0.009033,0.011989,0.0,0.000965,0.004174,0.011812,0.073163
dr-ibt (tau=0),500.0,0.018818,0.013316,3e-06,0.008811,0.015828,0.026251,0.07572
dm,500.0,0.024073,0.013727,0.000406,0.013484,0.022007,0.032606,0.074816
dr,500.0,0.005672,0.007676,0.0,0.000617,0.003088,0.007965,0.081504
mrdr,500.0,0.005998,0.008159,0.0,0.00059,0.00286,0.008272,0.075266
dr-os (oracle),500.0,0.004264,0.007563,0.0,0.000109,0.000899,0.005354,0.070751
dr-os,500.0,0.005536,0.007731,0.0,0.000688,0.002763,0.007318,0.070751
switch-dr (oracle),500.0,0.004434,0.007251,0.0,0.000199,0.001447,0.005555,0.053213
switch-dr,500.0,0.006083,0.008902,0.0,0.000539,0.002922,0.007902,0.068957
