,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.004169,0.006896,0.0,6.2e-05,0.000815,0.005837,0.04181
dr-ibt,500.0,0.008121,0.01102,0.0,0.00117,0.004044,0.010892,0.071127
dr-ibt (tau=0),500.0,0.018937,0.012846,5.2e-05,0.008753,0.016989,0.026432,0.084067
dm,500.0,0.024087,0.014078,0.0001,0.013867,0.021459,0.032423,0.075897
dr,500.0,0.005417,0.006939,0.0,0.000641,0.002523,0.008071,0.049504
mrdr,500.0,0.00605,0.007653,0.0,0.000573,0.003043,0.008888,0.043853
dr-os (oracle),500.0,0.004237,0.007081,0.0,6.9e-05,0.000757,0.005321,0.05641
dr-os,500.0,0.005579,0.007311,0.0,0.000587,0.002563,0.00769,0.05641
switch-dr (oracle),500.0,0.004201,0.007333,0.0,0.000199,0.001183,0.005435,0.070472
switch-dr,500.0,0.005571,0.008429,0.0,0.00052,0.002693,0.006767,0.070472
