,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.004744,0.009729,0.0,1.3e-05,0.000476,0.004924,0.087664
dr-ibt,500.0,0.012084,0.015722,0.0,0.001273,0.005623,0.017384,0.089842
dr-ibt (tau=0),500.0,0.019372,0.025499,0.0,0.002415,0.009275,0.026179,0.182216
dm,500.0,0.012982,0.01254,1e-06,0.002773,0.00895,0.019574,0.062995
dr,500.0,0.011407,0.016424,0.0,0.001297,0.005466,0.014969,0.164163
mrdr,500.0,0.01282,0.01783,0.0,0.001241,0.005929,0.017144,0.107411
dr-os (oracle),500.0,0.003819,0.008148,0.0,4e-05,0.000327,0.003232,0.076732
dr-os,500.0,0.010968,0.014884,0.0,0.001105,0.00483,0.015162,0.11095
switch-dr (oracle),500.0,0.003294,0.006831,0.0,6.1e-05,0.000544,0.002751,0.059371
switch-dr,500.0,0.011295,0.015249,0.0,0.001405,0.004862,0.015054,0.108043
