,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.004543,0.01037,0.0,1e-05,0.000182,0.003686,0.076791
dr-ibt,500.0,0.0156,0.023173,0.0,0.001627,0.007152,0.02001,0.200614
dr-ibt (tau=0),500.0,0.023492,0.027599,0.0,0.002602,0.013586,0.03504,0.126535
dm,500.0,0.024643,0.019925,0.0,0.009354,0.020469,0.035692,0.107331
dr,500.0,0.012067,0.01575,0.0,0.00152,0.005091,0.017167,0.092975
mrdr,500.0,0.014272,0.019735,0.0,0.001671,0.006321,0.017925,0.134266
dr-os (oracle),500.0,0.006242,0.011213,0.0,0.000102,0.0011,0.007407,0.075679
dr-os,500.0,0.011347,0.015939,0.0,0.0012,0.005237,0.014881,0.108593
switch-dr (oracle),500.0,0.006384,0.011032,0.0,0.000243,0.001668,0.007179,0.096806
switch-dr,500.0,0.012564,0.017782,0.0,0.001131,0.005759,0.016912,0.114339
