,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.00957,0.012501,0.0,0.000394,0.004079,0.014289,0.109257
dr-ibt,500.0,0.013881,0.01666,0.0,0.001845,0.00799,0.020355,0.114788
dr-ibt (tau=0),500.0,0.0399,0.035749,0.0,0.010198,0.028917,0.062174,0.186938
dm,500.0,0.00373,0.004865,0.0,0.000362,0.002087,0.005596,0.038355
dr,500.0,0.013223,0.014835,0.0,0.002122,0.008538,0.018534,0.087692
mrdr,500.0,0.013718,0.015687,0.0,0.001799,0.008464,0.01901,0.095819
dr-os (oracle),500.0,0.000684,0.001675,0.0,3.6e-05,0.000188,0.000598,0.016226
dr-os,500.0,0.011972,0.013494,0.0,0.001783,0.006925,0.017291,0.066554
switch-dr (oracle),500.0,0.00056,0.001116,0.0,1e-05,0.000118,0.000598,0.008585
switch-dr,500.0,0.01305,0.014742,0.0,0.001885,0.007469,0.019585,0.111107
