,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.00162,0.004096,0.0,7e-06,8.3e-05,0.001106,0.049137
dr-ibt,500.0,0.007756,0.009985,0.0,0.000826,0.003636,0.011538,0.082469
dr-ibt (tau=0),500.0,0.009407,0.008597,0.0,0.002608,0.007133,0.014287,0.05517
dm,500.0,0.013141,0.009718,1e-06,0.005867,0.011025,0.018381,0.056907
dr,500.0,0.006105,0.00879,0.0,0.000563,0.002686,0.008816,0.08451
mrdr,500.0,0.006571,0.008959,0.0,0.000682,0.00298,0.009235,0.070727
dr-os (oracle),500.0,0.001719,0.004059,0.0,4e-05,0.000241,0.001078,0.037911
dr-os,500.0,0.005095,0.006758,0.0,0.000613,0.002398,0.006729,0.040827
switch-dr (oracle),500.0,0.001699,0.003017,0.0,8.6e-05,0.000463,0.001835,0.020887
switch-dr,500.0,0.005767,0.008097,0.0,0.000468,0.002549,0.007526,0.048478
