,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.004014,0.006395,0.0,1.9e-05,0.000798,0.006058,0.044252
dr-ibt,500.0,0.007914,0.01057,0.0,0.000938,0.003909,0.01073,0.067924
dr-ibt (tau=0),500.0,0.033107,0.032283,2e-06,0.007514,0.023595,0.050094,0.167132
dm,500.0,0.010357,0.008521,6e-06,0.00386,0.008518,0.014146,0.051351
dr,500.0,0.006867,0.009787,0.0,0.000828,0.003176,0.008988,0.086292
mrdr,500.0,0.007445,0.009803,0.0,0.000801,0.00357,0.010495,0.060957
dr-os (oracle),500.0,0.001272,0.00283,0.0,4.7e-05,0.000296,0.000985,0.023828
dr-os,500.0,0.006404,0.009211,0.0,0.000608,0.002916,0.008544,0.0775
switch-dr (oracle),500.0,0.001698,0.003662,0.0,7.9e-05,0.000458,0.001671,0.037942
switch-dr,500.0,0.006809,0.00964,0.0,0.000763,0.002984,0.008991,0.10131
