,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002537,0.004924,0.0,1e-05,0.000213,0.002733,0.03855
dr-ibt,500.0,0.006757,0.008524,0.0,0.000707,0.003237,0.009646,0.061699
dr-ibt (tau=0),500.0,0.02687,0.028003,1e-06,0.005215,0.017835,0.040412,0.163289
dm,500.0,0.015867,0.010453,0.0,0.008027,0.014056,0.022452,0.066212
dr,500.0,0.004526,0.006635,0.0,0.000404,0.002004,0.005617,0.047542
mrdr,500.0,0.004875,0.007066,0.0,0.000489,0.002102,0.006066,0.048975
dr-os (oracle),500.0,0.00233,0.004434,0.0,4.9e-05,0.00029,0.002436,0.034448
dr-os,500.0,0.004549,0.006115,0.0,0.000596,0.002253,0.006232,0.052953
switch-dr (oracle),500.0,0.002489,0.005071,0.0,0.000122,0.000689,0.002435,0.049387
switch-dr,500.0,0.004735,0.006714,0.0,0.00049,0.002437,0.005923,0.061493
