,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002677,0.005047,0.0,3e-05,0.000396,0.002843,0.039449
dr-ibt,500.0,0.007212,0.010048,0.0,0.000668,0.003056,0.009451,0.063479
dr-ibt (tau=0),500.0,0.012802,0.011234,3e-06,0.004008,0.009977,0.017709,0.067835
dm,500.0,0.021089,0.012882,2e-05,0.011477,0.019116,0.02805,0.075668
dr,500.0,0.005871,0.008647,0.0,0.000677,0.002653,0.007221,0.077081
mrdr,500.0,0.006309,0.008642,1e-06,0.000689,0.002937,0.008669,0.058102
dr-os (oracle),500.0,0.003271,0.00575,0.0,7.7e-05,0.000569,0.003915,0.047883
dr-os,500.0,0.004832,0.006745,0.0,0.000446,0.002172,0.006674,0.047883
switch-dr (oracle),500.0,0.003135,0.005065,0.0,0.000199,0.001007,0.00363,0.035572
switch-dr,500.0,0.00504,0.006742,0.0,0.000496,0.002167,0.006953,0.042103
