,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.006182,0.012829,0.0,1.7e-05,0.00049,0.005733,0.098999
dr-ibt,500.0,0.013963,0.020383,0.0,0.001207,0.005368,0.019169,0.165138
dr-ibt (tau=0),500.0,0.027158,0.034057,0.0,0.002822,0.012981,0.039127,0.19025
dm,500.0,0.013104,0.013625,0.0,0.002522,0.008952,0.019163,0.082528
dr,500.0,0.012833,0.018479,0.0,0.001116,0.005137,0.016783,0.129514
mrdr,500.0,0.015958,0.023304,0.0,0.001552,0.00732,0.01881,0.16924
dr-os (oracle),500.0,0.003009,0.007067,0.0,3.6e-05,0.000275,0.001711,0.044488
dr-os,500.0,0.013002,0.019244,0.0,0.001078,0.004949,0.017368,0.12269
switch-dr (oracle),500.0,0.002967,0.006479,0.0,5.8e-05,0.000519,0.002768,0.054935
switch-dr,500.0,0.013919,0.018126,0.0,0.001723,0.007085,0.019459,0.141042
