,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002623,0.005073,0.0,1.6e-05,0.000289,0.002782,0.042175
dr-ibt,500.0,0.006935,0.009996,0.0,0.000737,0.002854,0.008453,0.058437
dr-ibt (tau=0),500.0,0.021674,0.023611,0.0,0.003814,0.014352,0.032788,0.151126
dm,500.0,0.014208,0.009916,1.9e-05,0.006981,0.012008,0.019667,0.066764
dr,500.0,0.004859,0.007476,0.0,0.000457,0.002029,0.006149,0.065011
mrdr,500.0,0.005584,0.008514,0.0,0.000543,0.002416,0.007322,0.074274
dr-os (oracle),500.0,0.002097,0.00405,0.0,8.3e-05,0.000561,0.00205,0.042608
dr-os,500.0,0.004448,0.006197,0.0,0.000406,0.0019,0.006339,0.054072
switch-dr (oracle),500.0,0.002188,0.004224,0.0,0.000101,0.000567,0.001997,0.034217
switch-dr,500.0,0.004917,0.006684,0.0,0.00045,0.00256,0.006264,0.042502
