,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002898,0.005287,0.0,3.6e-05,0.000338,0.003332,0.029374
dr-ibt,500.0,0.007268,0.010407,0.0,0.00058,0.002871,0.008994,0.077659
dr-ibt (tau=0),500.0,0.015577,0.010582,0.000106,0.007748,0.013723,0.021349,0.063531
dm,500.0,0.022503,0.013542,0.000134,0.012313,0.020325,0.031108,0.076119
dr,500.0,0.005866,0.007932,0.0,0.000566,0.002555,0.008337,0.058478
mrdr,500.0,0.006349,0.009457,0.0,0.000506,0.002909,0.008505,0.079113
dr-os (oracle),500.0,0.003944,0.006991,0.0,8.6e-05,0.000681,0.004536,0.044722
dr-os,500.0,0.005262,0.007501,0.0,0.000536,0.002429,0.006948,0.065672
switch-dr (oracle),500.0,0.004129,0.006918,0.0,0.000294,0.001232,0.004897,0.048842
switch-dr,500.0,0.005931,0.008562,0.0,0.000479,0.0024,0.008281,0.050053
