,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.005707,0.008806,0.0,8.1e-05,0.001895,0.007854,0.071513
dr-ibt,500.0,0.008898,0.011051,0.0,0.00117,0.00471,0.012423,0.081926
dr-ibt (tau=0),500.0,0.033713,0.032671,0.0,0.00794,0.024854,0.049096,0.196507
dm,500.0,0.006176,0.006141,0.0,0.001161,0.00444,0.009177,0.030253
dr,500.0,0.008523,0.010585,0.0,0.000879,0.004459,0.012427,0.056694
mrdr,500.0,0.009594,0.012276,0.0,0.001025,0.004793,0.013197,0.076642
dr-os (oracle),500.0,0.000789,0.002123,0.0,3.4e-05,0.000194,0.000579,0.020208
dr-os,500.0,0.007831,0.010409,0.0,0.000889,0.003663,0.011186,0.066764
switch-dr (oracle),500.0,0.000873,0.001997,0.0,2.2e-05,0.00023,0.000771,0.020013
switch-dr,500.0,0.008336,0.010625,0.0,0.000933,0.004452,0.011329,0.069118
