,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.005313,0.009434,0.0,3.9e-05,0.000943,0.006401,0.075956
dr-ibt,500.0,0.009679,0.012753,0.0,0.001089,0.004309,0.0139,0.082604
dr-ibt (tau=0),500.0,0.03871,0.037151,0.0,0.007263,0.027669,0.062151,0.201446
dm,500.0,0.011322,0.008537,5e-06,0.004225,0.009726,0.01636,0.044916
dr,500.0,0.006402,0.008431,0.0,0.00074,0.003346,0.00886,0.061915
mrdr,500.0,0.007559,0.010434,0.0,0.000653,0.003337,0.010427,0.08254
dr-os (oracle),500.0,0.001245,0.003159,0.0,3e-05,0.000201,0.000706,0.024425
dr-os,500.0,0.007542,0.010134,0.0,0.000758,0.003405,0.010223,0.072881
switch-dr (oracle),500.0,0.001434,0.002967,0.0,8.5e-05,0.00042,0.001464,0.030899
switch-dr,500.0,0.006912,0.009353,0.0,0.00063,0.003621,0.009526,0.057904
