,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.007847,0.013799,0.0,5.8e-05,0.001539,0.009894,0.102226
dr-ibt,500.0,0.014317,0.019828,0.0,0.001382,0.006942,0.018291,0.171573
dr-ibt (tau=0),500.0,0.039004,0.042867,1e-06,0.006361,0.025192,0.058379,0.234754
dm,500.0,0.00857,0.010221,0.0,0.001219,0.005241,0.012034,0.074798
dr,500.0,0.014802,0.020199,0.0,0.001502,0.006631,0.019871,0.127872
mrdr,500.0,0.016018,0.02334,0.0,0.001935,0.008191,0.020667,0.240478
dr-os (oracle),500.0,0.002384,0.005899,0.0,6.3e-05,0.000404,0.00146,0.049826
dr-os,500.0,0.014308,0.019948,0.0,0.001286,0.00662,0.019031,0.113248
switch-dr (oracle),500.0,0.001769,0.004039,0.0,2.4e-05,0.000276,0.001466,0.035075
switch-dr,500.0,0.014221,0.01984,0.0,0.001502,0.005615,0.020347,0.159907
