,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.011238,0.017736,0.0,6.3e-05,0.002977,0.016323,0.099918
dr-ibt,500.0,0.020293,0.027291,0.0,0.001961,0.009295,0.028705,0.219312
dr-ibt (tau=0),500.0,0.042056,0.045506,0.0,0.006608,0.023516,0.06604,0.212528
dm,500.0,0.006549,0.009474,0.0,0.000687,0.00293,0.00875,0.085718
dr,500.0,0.017852,0.023122,0.0,0.002416,0.008548,0.023715,0.156078
mrdr,500.0,0.020417,0.026106,0.0,0.002114,0.009703,0.028498,0.13259
dr-os (oracle),500.0,0.002042,0.004505,0.0,7.2e-05,0.000419,0.00181,0.03807
dr-os,500.0,0.020028,0.026453,0.0,0.002952,0.010548,0.02688,0.162711
switch-dr (oracle),500.0,0.001431,0.003098,0.0,2.3e-05,0.000228,0.001419,0.041207
switch-dr,500.0,0.019204,0.026229,0.0,0.00271,0.009281,0.023345,0.242642
