,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001691,0.003962,0.0,3e-06,7.8e-05,0.000926,0.029962
dr-ibt,500.0,0.006991,0.009847,0.0,0.000735,0.002878,0.008906,0.062733
dr-ibt (tau=0),500.0,0.009259,0.009955,0.0,0.001592,0.005905,0.013407,0.052416
dm,500.0,0.015206,0.010633,8.2e-05,0.006566,0.013655,0.021424,0.056442
dr,500.0,0.005124,0.00757,0.0,0.000556,0.002236,0.006659,0.074423
mrdr,500.0,0.005975,0.008569,0.0,0.000659,0.002879,0.007459,0.063377
dr-os (oracle),500.0,0.001987,0.004292,0.0,7e-05,0.000318,0.001367,0.026843
dr-os,500.0,0.005271,0.007859,0.0,0.000607,0.002244,0.007328,0.07464
switch-dr (oracle),500.0,0.002541,0.004923,0.0,0.000125,0.000591,0.002187,0.033793
switch-dr,500.0,0.005687,0.008064,0.0,0.000542,0.002414,0.007492,0.051665
