,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.006009,0.01183,0.0,1.5e-05,0.000514,0.006253,0.08739
dr-ibt,500.0,0.01406,0.019939,0.0,0.001738,0.006176,0.018758,0.157515
dr-ibt (tau=0),500.0,0.028384,0.033236,0.0,0.002682,0.015752,0.043614,0.15045
dm,500.0,0.015335,0.015654,0.0,0.003215,0.010357,0.022486,0.081583
dr,500.0,0.012058,0.015847,0.0,0.001262,0.005654,0.016221,0.098739
mrdr,500.0,0.013382,0.018462,0.0,0.001266,0.006036,0.018292,0.115523
dr-os (oracle),500.0,0.004047,0.007603,0.0,7.3e-05,0.000592,0.004018,0.044408
dr-os,500.0,0.012124,0.017052,0.0,0.001221,0.005426,0.016921,0.157741
switch-dr (oracle),500.0,0.003706,0.007955,0.0,7.7e-05,0.000596,0.003046,0.06404
switch-dr,500.0,0.011641,0.015498,0.0,0.001197,0.005679,0.015255,0.136861
