,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.006827,0.012577,0.0,2e-05,0.000854,0.00785,0.072305
dr-ibt,500.0,0.014686,0.019523,0.0,0.001605,0.007698,0.019614,0.187281
dr-ibt (tau=0),500.0,0.035833,0.040802,0.0,0.003817,0.020164,0.056195,0.204413
dm,500.0,0.010572,0.011804,0.0,0.001895,0.0064,0.016382,0.095226
dr,500.0,0.013302,0.018827,0.0,0.001202,0.005759,0.017757,0.160398
mrdr,500.0,0.015829,0.021321,0.0,0.001386,0.006872,0.021707,0.129143
dr-os (oracle),500.0,0.003087,0.006742,0.0,3.3e-05,0.000283,0.001923,0.058826
dr-os,500.0,0.013482,0.019963,0.0,0.00158,0.006405,0.017721,0.160283
switch-dr (oracle),500.0,0.002809,0.006029,0.0,4.3e-05,0.000453,0.002535,0.047798
switch-dr,500.0,0.012003,0.017086,0.0,0.001432,0.005291,0.016073,0.101334
