,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.005957,0.010536,0.0,1.7e-05,0.000532,0.007863,0.061034
dr-ibt,500.0,0.015486,0.020591,0.0,0.001782,0.006713,0.021183,0.119106
dr-ibt (tau=0),500.0,0.036833,0.040345,0.0,0.004063,0.021129,0.059661,0.177031
dm,500.0,0.021492,0.017463,0.0,0.008667,0.017175,0.03127,0.108853
dr,500.0,0.011128,0.015652,0.0,0.001131,0.00551,0.014843,0.108085
mrdr,500.0,0.013389,0.019571,0.0,0.001465,0.005841,0.018271,0.177366
dr-os (oracle),500.0,0.006013,0.010292,0.0,0.000147,0.001075,0.007356,0.071514
dr-os,500.0,0.012017,0.016029,0.0,0.001616,0.006479,0.016232,0.119359
switch-dr (oracle),500.0,0.005576,0.010909,0.0,0.000172,0.001041,0.006219,0.10684
switch-dr,500.0,0.011675,0.017021,2e-06,0.000949,0.00482,0.015823,0.131538
