,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000105,0.000283,0.0,0.0,4e-06,6.6e-05,0.00304
dr-ibt,500.0,0.000374,0.000654,0.0,2.8e-05,0.000139,0.000424,0.00558
dr-ibt (tau=0),500.0,0.000332,0.000396,0.0,3.9e-05,0.00019,0.00049,0.00304
dm,500.0,0.011152,0.005606,0.000717,0.0067,0.010742,0.014347,0.035091
dr,500.0,0.000713,0.00096,0.0,8.5e-05,0.000354,0.000997,0.008013
mrdr,500.0,0.00051,0.000733,0.0,5.2e-05,0.000216,0.000707,0.005958
dr-os (oracle),500.0,0.000515,0.000909,0.0,1.9e-05,0.000161,0.000516,0.008072
dr-os,500.0,0.000713,0.000966,0.0,8.4e-05,0.000351,0.000965,0.008072
switch-dr (oracle),500.0,0.000518,0.000905,0.0,2.8e-05,0.000143,0.000595,0.008013
switch-dr,500.0,0.000713,0.00096,0.0,8.5e-05,0.000354,0.000997,0.008013
