,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,1.8e-05,4.6e-05,0.0,0.0,1e-06,8e-06,0.000347
dr-ibt,500.0,9.3e-05,0.000119,0.0,9e-06,4.3e-05,0.000132,0.000671
dr-ibt (tau=0),500.0,0.000491,0.000316,0.0,0.000239,0.000462,0.000719,0.00167
dm,500.0,0.012697,0.003283,0.00296,0.010437,0.012655,0.014618,0.023679
dr,500.0,0.000182,0.000264,0.0,1.5e-05,8.1e-05,0.00024,0.00201
mrdr,500.0,9.8e-05,0.000124,0.0,1.4e-05,5e-05,0.000139,0.000875
dr-os (oracle),500.0,8.8e-05,0.000155,0.0,4e-06,1.7e-05,0.000103,0.001313
dr-os,500.0,0.000173,0.000253,0.0,1.3e-05,7.7e-05,0.000226,0.001934
switch-dr (oracle),500.0,0.000139,0.000219,0.0,6e-06,5.2e-05,0.000172,0.001588
switch-dr,500.0,0.000182,0.000264,0.0,1.5e-05,8.1e-05,0.00024,0.00201
