,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.060541,0.013069,0.031806,0.050097,0.060435,0.069364,0.098731
dr-ibt,500.0,0.06891,0.012199,0.041194,0.060457,0.06781,0.077364,0.110741
dr-ibt (tau=0),500.0,0.064127,0.016381,0.031806,0.051821,0.062319,0.075316,0.113721
dm,500.0,0.097626,0.013281,0.067335,0.088372,0.097169,0.107024,0.151636
dr,500.0,0.068164,0.011901,0.038796,0.059814,0.067547,0.07619,0.117879
mrdr,500.0,0.06819,0.011832,0.040075,0.059833,0.067899,0.076375,0.115933
dr-os (oracle),500.0,0.069204,0.0114,0.039954,0.061408,0.068524,0.076823,0.106617
dr-os,500.0,0.069204,0.0114,0.039954,0.061408,0.068524,0.076823,0.106617
switch-dr (oracle),500.0,0.068964,0.012074,0.038155,0.060464,0.068927,0.07656,0.113972
switch-dr,500.0,0.069122,0.012133,0.038155,0.060483,0.069008,0.076754,0.113972
