,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000493,0.001196,0.0,2e-06,5.3e-05,0.000428,0.010693
dr-ibt,500.0,0.000931,0.001671,0.0,7.1e-05,0.000338,0.001013,0.013144
dr-ibt (tau=0),500.0,0.000729,0.001337,0.0,7.1e-05,0.000271,0.000802,0.010693
dm,500.0,0.011638,0.009551,9e-06,0.004591,0.009467,0.016229,0.058467
dr,500.0,0.001648,0.002398,0.0,0.000166,0.000788,0.002062,0.017084
mrdr,500.0,0.001321,0.001919,0.0,0.000112,0.00055,0.001643,0.012483
dr-os (oracle),500.0,0.00085,0.00194,0.0,2.2e-05,0.000146,0.000713,0.017405
dr-os,500.0,0.001623,0.00238,0.0,0.000165,0.000765,0.002115,0.017405
switch-dr (oracle),500.0,0.001018,0.001903,0.0,5.8e-05,0.000361,0.001183,0.017084
switch-dr,500.0,0.001648,0.002398,0.0,0.000166,0.000788,0.002062,0.017084
