,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,6e-06,2.2e-05,0.0,0.0,0.0,2e-06,0.000194
dr-ibt,500.0,7.6e-05,0.000105,0.0,6e-06,3.6e-05,0.000106,0.00066
dr-ibt (tau=0),500.0,0.000307,0.000253,0.0,0.0001,0.000246,0.000465,0.001128
dm,500.0,0.014559,0.003292,0.006898,0.012342,0.01433,0.016442,0.026754
dr,500.0,0.000179,0.000254,0.0,1.8e-05,7.6e-05,0.000227,0.001782
mrdr,500.0,8e-05,0.000111,0.0,8e-06,3.8e-05,0.000107,0.00088
dr-os (oracle),500.0,0.000126,0.000221,0.0,5e-06,2.5e-05,0.000151,0.001464
dr-os,500.0,0.000179,0.000255,0.0,1.7e-05,7.4e-05,0.000231,0.001677
switch-dr (oracle),500.0,0.000151,0.000234,0.0,1e-05,5.3e-05,0.0002,0.001648
switch-dr,500.0,0.000179,0.000254,0.0,1.8e-05,7.6e-05,0.000227,0.001782
