,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.073109,0.024788,0.016771,0.055476,0.070906,0.086999,0.168704
dr-ibt,500.0,0.07573,0.025342,0.018529,0.05786,0.07346,0.090802,0.169793
dr-ibt (tau=0),500.0,0.110998,0.030571,0.031579,0.090052,0.107528,0.12924,0.221087
dm,500.0,0.099691,0.029165,0.033287,0.078983,0.097324,0.117751,0.202967
dr,500.0,0.072404,0.026096,0.016282,0.054159,0.070751,0.086586,0.163077
mrdr,500.0,0.07241,0.0269,0.016685,0.052512,0.070315,0.088892,0.165861
dr-os (oracle),500.0,0.075851,0.025921,0.022708,0.055252,0.074778,0.09054,0.168643
dr-os,500.0,0.075888,0.025943,0.022708,0.055252,0.074778,0.09054,0.168643
switch-dr (oracle),500.0,0.07252,0.025705,0.01824,0.054281,0.0681,0.086385,0.170148
switch-dr,500.0,0.073581,0.026247,0.01824,0.055713,0.068846,0.089136,0.191651
