,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,7e-06,2.5e-05,0.0,0.0,1e-06,2e-06,0.000321
dr-ibt,500.0,7.6e-05,0.000114,0.0,7e-06,3.3e-05,9.1e-05,0.000871
dr-ibt (tau=0),500.0,0.00032,0.000257,0.0,0.000106,0.000264,0.000486,0.001174
dm,500.0,0.015652,0.003502,0.007508,0.01332,0.015415,0.01768,0.028159
dr,500.0,0.000167,0.000225,0.0,1.4e-05,7.7e-05,0.000229,0.001107
mrdr,500.0,7.8e-05,0.000119,0.0,7e-06,3.5e-05,9.9e-05,0.001031
dr-os (oracle),500.0,0.000133,0.000219,0.0,5e-06,2.5e-05,0.000171,0.001173
dr-os,500.0,0.000171,0.000232,0.0,1.3e-05,7.3e-05,0.000236,0.001173
switch-dr (oracle),500.0,0.000154,0.00022,0.0,1e-05,6e-05,0.000204,0.001107
switch-dr,500.0,0.000167,0.000225,0.0,1.4e-05,7.7e-05,0.000229,0.001107
