,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.044809,0.047868,1e-06,0.008039,0.026524,0.067092,0.250949
dr-ibt,500.0,0.074735,0.039591,0.000253,0.046074,0.067539,0.09643,0.224883
dr-ibt (tau=0),500.0,0.145007,0.189484,1.4e-05,0.009254,0.037097,0.235178,0.647222
dm,500.0,0.096113,0.044941,0.007992,0.062527,0.090598,0.121634,0.276794
dr,500.0,0.074032,0.040724,0.003164,0.044657,0.06841,0.098098,0.235397
mrdr,500.0,0.076376,0.045325,0.001487,0.044031,0.06989,0.099489,0.288472
dr-os (oracle),500.0,0.074234,0.039879,0.005331,0.044681,0.067283,0.097059,0.212536
dr-os,500.0,0.075363,0.040716,0.005331,0.044755,0.067773,0.098602,0.212536
switch-dr (oracle),500.0,0.069595,0.033871,0.004221,0.044549,0.065592,0.092274,0.188543
switch-dr,500.0,0.073477,0.035791,0.004301,0.046869,0.068748,0.095708,0.209909
