,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.07114,0.025148,0.014755,0.05318,0.068727,0.086145,0.162804
dr-ibt,500.0,0.072934,0.02513,0.017831,0.055078,0.070773,0.087231,0.157474
dr-ibt (tau=0),500.0,0.107176,0.031376,0.039753,0.085719,0.105734,0.125562,0.218089
dm,500.0,0.101947,0.026295,0.039781,0.082342,0.099302,0.119988,0.209148
dr,500.0,0.073599,0.02471,0.025707,0.055333,0.070796,0.089396,0.173526
mrdr,500.0,0.073719,0.02541,0.025068,0.055904,0.069465,0.089014,0.17458
dr-os (oracle),500.0,0.072531,0.024822,0.015154,0.05585,0.068043,0.088269,0.183833
dr-os,500.0,0.072562,0.024891,0.015154,0.05585,0.068043,0.088269,0.187564
switch-dr (oracle),500.0,0.071797,0.024212,0.020382,0.054768,0.068806,0.084611,0.151068
switch-dr,500.0,0.072609,0.024486,0.020382,0.055049,0.069309,0.086382,0.16276
