,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.051691,0.032051,3.8e-05,0.024573,0.048294,0.071432,0.18986
dr-ibt,500.0,0.072077,0.023996,0.019133,0.055302,0.069703,0.086573,0.163066
dr-ibt (tau=0),500.0,0.113187,0.117927,0.002118,0.035318,0.073319,0.125113,0.590696
dm,500.0,0.097609,0.027387,0.036933,0.07871,0.095646,0.112859,0.214216
dr,500.0,0.070847,0.023907,0.01426,0.054544,0.069087,0.084469,0.159227
mrdr,500.0,0.070787,0.02473,0.00877,0.054768,0.068546,0.085098,0.1789
dr-os (oracle),500.0,0.069452,0.024126,0.018892,0.052388,0.06862,0.08302,0.153979
dr-os,500.0,0.069481,0.024154,0.018892,0.05244,0.06873,0.08302,0.154221
switch-dr (oracle),500.0,0.069277,0.024622,0.013584,0.051588,0.067016,0.082331,0.15504
switch-dr,500.0,0.070916,0.025001,0.017015,0.052595,0.068341,0.084669,0.15504
