,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000107,0.000325,0.0,0.0,3e-06,5.3e-05,0.004789
dr-ibt,500.0,0.000301,0.000491,0.0,2.4e-05,0.000119,0.00037,0.005009
dr-ibt (tau=0),500.0,0.000321,0.000475,0.0,3.7e-05,0.000162,0.000446,0.006992
dm,500.0,0.013736,0.006051,0.00193,0.008964,0.013233,0.017793,0.033154
dr,500.0,0.000685,0.000969,0.0,6.8e-05,0.000314,0.00089,0.007972
mrdr,500.0,0.000431,0.000616,0.0,4.6e-05,0.000194,0.000585,0.005864
dr-os (oracle),500.0,0.000438,0.000738,0.0,1.6e-05,0.000133,0.000529,0.004991
dr-os,500.0,0.000679,0.000955,0.0,6.7e-05,0.000315,0.000882,0.00765
switch-dr (oracle),500.0,0.000559,0.000779,0.0,5.5e-05,0.000257,0.000726,0.004937
switch-dr,500.0,0.000685,0.000969,0.0,6.8e-05,0.000314,0.00089,0.007972
