,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000106,0.000337,0.0,0.0,6e-06,8.7e-05,0.00453
dr-ibt,500.0,0.000333,0.000561,0.0,3.2e-05,0.000144,0.000464,0.008015
dr-ibt (tau=0),500.0,0.000509,0.000551,0.0,9e-05,0.000369,0.000789,0.00453
dm,500.0,0.011852,0.005733,0.000441,0.00732,0.01141,0.015377,0.032061
dr,500.0,0.000761,0.001072,0.0,7.9e-05,0.00036,0.000939,0.007881
mrdr,500.0,0.000513,0.000713,0.0,5.9e-05,0.000278,0.000672,0.00607
dr-os (oracle),500.0,0.000412,0.000785,0.0,1.7e-05,0.000117,0.000454,0.007936
dr-os,500.0,0.000742,0.001052,0.0,7.9e-05,0.000343,0.000937,0.007936
switch-dr (oracle),500.0,0.000431,0.000767,0.0,2.8e-05,0.000137,0.000467,0.006947
switch-dr,500.0,0.000761,0.001072,0.0,7.9e-05,0.00036,0.000939,0.007881
