,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.00011,0.000252,0.0,0.0,4e-06,9.2e-05,0.002691
dr-ibt,500.0,0.000305,0.000455,0.0,2.8e-05,0.000132,0.000371,0.003149
dr-ibt (tau=0),500.0,0.000294,0.000341,0.0,4.1e-05,0.000169,0.000443,0.002723
dm,500.0,0.01258,0.005928,0.001044,0.008556,0.011715,0.01603,0.042434
dr,500.0,0.000619,0.000795,0.0,8e-05,0.000315,0.000813,0.004671
mrdr,500.0,0.000383,0.00048,0.0,4.1e-05,0.000192,0.000547,0.002576
dr-os (oracle),500.0,0.000385,0.000649,0.0,1.8e-05,0.000123,0.00044,0.004788
dr-os,500.0,0.000612,0.000791,0.0,7.2e-05,0.000295,0.000834,0.004788
switch-dr (oracle),500.0,0.000496,0.000688,0.0,4.8e-05,0.000221,0.000672,0.004671
switch-dr,500.0,0.000619,0.000795,0.0,8e-05,0.000315,0.000813,0.004671
