,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.056116,0.038939,4e-05,0.024867,0.051634,0.079014,0.193575
dr-ibt,500.0,0.073316,0.039167,0.007509,0.042856,0.068623,0.097517,0.209509
dr-ibt (tau=0),500.0,0.097468,0.097621,0.000678,0.042548,0.075083,0.1138,0.603525
dm,500.0,0.092902,0.045208,0.007077,0.060511,0.088439,0.11715,0.306157
dr,500.0,0.068833,0.038631,0.004238,0.042394,0.062539,0.088791,0.244625
mrdr,500.0,0.068768,0.040204,0.001352,0.039359,0.062416,0.089886,0.222811
dr-os (oracle),500.0,0.072268,0.040227,0.003422,0.043144,0.066809,0.096421,0.233931
dr-os,500.0,0.073504,0.041117,0.003422,0.04337,0.067278,0.098009,0.233931
switch-dr (oracle),500.0,0.066409,0.036387,0.000204,0.040009,0.059909,0.089906,0.18084
switch-dr,500.0,0.069825,0.038521,0.000391,0.041435,0.063912,0.093695,0.204868
