,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.052415,0.03433,0.001508,0.025142,0.045376,0.076419,0.173296
dr-ibt,500.0,0.075512,0.025495,0.021176,0.057778,0.073285,0.089077,0.174863
dr-ibt (tau=0),500.0,0.121708,0.130465,0.002776,0.034453,0.070283,0.148001,0.610388
dm,500.0,0.104495,0.028242,0.038444,0.084264,0.102473,0.12206,0.196709
dr,500.0,0.073756,0.025462,0.021419,0.054566,0.072313,0.088984,0.155131
mrdr,500.0,0.073489,0.025044,0.024895,0.055863,0.071638,0.087877,0.155453
dr-os (oracle),500.0,0.071805,0.024237,0.017957,0.054695,0.070108,0.085513,0.159508
dr-os,500.0,0.07184,0.02429,0.017957,0.054695,0.070108,0.085513,0.164561
switch-dr (oracle),500.0,0.074494,0.024966,0.013567,0.056943,0.072153,0.088931,0.176632
switch-dr,500.0,0.075109,0.025129,0.013567,0.057655,0.072902,0.089658,0.176632
