,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.03194,0.036926,0.000191,0.005812,0.010793,0.054331,0.194755
dr-ibt,500.0,0.073247,0.023307,0.023262,0.05589,0.070307,0.086736,0.174095
dr-ibt (tau=0),500.0,0.145224,0.214388,0.001327,0.006422,0.011881,0.279311,0.606045
dm,500.0,0.097433,0.02732,0.029128,0.078938,0.094899,0.113278,0.204511
dr,500.0,0.073477,0.025346,0.005455,0.055529,0.070409,0.088139,0.165355
mrdr,500.0,0.073299,0.025992,0.015478,0.055239,0.069831,0.08932,0.171669
dr-os (oracle),500.0,0.072691,0.024071,0.01874,0.056778,0.070601,0.086222,0.18163
dr-os,500.0,0.072752,0.024138,0.01874,0.056778,0.070601,0.086295,0.18163
switch-dr (oracle),500.0,0.071769,0.024775,0.011328,0.054026,0.070014,0.086802,0.179439
switch-dr,500.0,0.073083,0.025206,0.011328,0.054159,0.071779,0.089209,0.179439
