,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.075043,0.024039,0.019292,0.057362,0.073041,0.090442,0.16546
dr-ibt,500.0,0.077102,0.024584,0.019391,0.06032,0.074416,0.093222,0.172552
dr-ibt (tau=0),500.0,0.112278,0.029605,0.040787,0.089968,0.11152,0.130916,0.212323
dm,500.0,0.102029,0.027418,0.030627,0.083807,0.099846,0.1183,0.24572
dr,500.0,0.0738,0.026239,0.020402,0.055984,0.073416,0.087813,0.195873
mrdr,500.0,0.073396,0.02686,0.02084,0.054476,0.072364,0.087159,0.180096
dr-os (oracle),500.0,0.074089,0.024571,0.012338,0.056311,0.070214,0.089776,0.155593
dr-os,500.0,0.074111,0.024595,0.012338,0.056311,0.070214,0.089776,0.155593
switch-dr (oracle),500.0,0.076655,0.025178,0.016137,0.059538,0.073748,0.093203,0.179514
switch-dr,500.0,0.077153,0.025401,0.016137,0.059704,0.074108,0.094214,0.179514
