,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.071134,0.040997,0.002285,0.040288,0.066105,0.094887,0.213315
dr-ibt,500.0,0.078661,0.043166,0.007024,0.045107,0.071914,0.103661,0.224292
dr-ibt (tau=0),500.0,0.103426,0.049152,0.013592,0.067435,0.098186,0.133832,0.288985
dm,500.0,0.096243,0.042987,0.003827,0.06542,0.089969,0.121948,0.297134
dr,500.0,0.074405,0.040729,0.000589,0.042972,0.067104,0.09775,0.27241
mrdr,500.0,0.075127,0.043298,0.000578,0.042675,0.067833,0.09861,0.289221
dr-os (oracle),500.0,0.073319,0.038036,0.007196,0.045606,0.066952,0.097109,0.208052
dr-os,500.0,0.07441,0.038854,0.007196,0.046379,0.068395,0.098125,0.213576
switch-dr (oracle),500.0,0.070914,0.039827,0.001295,0.041193,0.064317,0.095107,0.233435
switch-dr,500.0,0.074135,0.041475,0.001295,0.044077,0.067604,0.098953,0.237902
