,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.062206,0.012835,0.026894,0.053515,0.061575,0.070264,0.110151
dr-ibt,500.0,0.070773,0.011823,0.038047,0.062293,0.070775,0.078984,0.109805
dr-ibt (tau=0),500.0,0.064506,0.014531,0.026894,0.054717,0.064057,0.073649,0.120687
dm,500.0,0.098289,0.01332,0.06638,0.08923,0.097311,0.106515,0.139042
dr,500.0,0.071422,0.01224,0.046351,0.063164,0.069982,0.079472,0.117333
mrdr,500.0,0.07149,0.012144,0.045211,0.062784,0.070721,0.07995,0.112836
dr-os (oracle),500.0,0.072564,0.013784,0.037054,0.063065,0.071894,0.08196,0.120996
dr-os,500.0,0.072564,0.013784,0.037054,0.063065,0.071894,0.08196,0.120996
switch-dr (oracle),500.0,0.071344,0.012298,0.037705,0.06255,0.070266,0.07915,0.107227
switch-dr,500.0,0.071372,0.012329,0.037705,0.06255,0.070266,0.079299,0.107227
