,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,8e-06,2.6e-05,0.0,0.0,0.0,3e-06,0.000234
dr-ibt,500.0,7.3e-05,0.000111,0.0,7e-06,2.9e-05,9.1e-05,0.000985
dr-ibt (tau=0),500.0,0.000396,0.000305,0.0,0.000151,0.00033,0.000604,0.001396
dm,500.0,0.01486,0.003409,0.005159,0.012548,0.0145,0.016881,0.024859
dr,500.0,0.00018,0.000245,0.0,2e-05,8.6e-05,0.000232,0.00142
mrdr,500.0,8.2e-05,0.00011,0.0,9e-06,3.7e-05,0.000111,0.000697
dr-os (oracle),500.0,0.000127,0.000212,0.0,6e-06,2.9e-05,0.000145,0.001499
dr-os,500.0,0.000181,0.000245,0.0,1.8e-05,8.5e-05,0.00024,0.001499
switch-dr (oracle),500.0,0.000123,0.000195,0.0,9e-06,4.4e-05,0.000147,0.00142
switch-dr,500.0,0.00018,0.000245,0.0,2e-05,8.6e-05,0.000232,0.00142
