,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,9.8e-05,0.000243,0.0,0.0,3e-06,5.9e-05,0.001862
dr-ibt,500.0,0.000308,0.000525,0.0,2.3e-05,0.000114,0.000393,0.005573
dr-ibt (tau=0),500.0,0.000337,0.00037,0.0,3.5e-05,0.0002,0.000514,0.001865
dm,500.0,0.011787,0.005736,0.000948,0.007841,0.01079,0.01528,0.032897
dr,500.0,0.000627,0.000829,0.0,6.2e-05,0.000281,0.000904,0.005238
mrdr,500.0,0.000418,0.000598,0.0,3.9e-05,0.000235,0.000519,0.005673
dr-os (oracle),500.0,0.000405,0.000705,0.0,1.5e-05,0.000127,0.000385,0.0053
dr-os,500.0,0.000623,0.000827,0.0,6e-05,0.000278,0.000873,0.0053
switch-dr (oracle),500.0,0.000516,0.000752,0.0,3.3e-05,0.000195,0.000669,0.005068
switch-dr,500.0,0.000627,0.000829,0.0,6.2e-05,0.000281,0.000904,0.005238
