,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,3e-05,6.7e-05,0.0,0.0,1e-06,2.1e-05,0.000515
dr-ibt,500.0,0.000119,0.000152,0.0,1.6e-05,6.1e-05,0.000166,0.001473
dr-ibt (tau=0),500.0,0.000639,0.000388,0.0,0.000336,0.000612,0.000907,0.001717
dm,500.0,0.014497,0.003171,0.007684,0.012213,0.014353,0.016425,0.024395
dr,500.0,0.000251,0.000334,0.0,2.5e-05,0.00012,0.000345,0.001833
mrdr,500.0,0.00012,0.000147,0.0,1.2e-05,6.5e-05,0.000169,0.000785
dr-os (oracle),500.0,8.6e-05,0.000143,0.0,6e-06,2.3e-05,9.3e-05,0.001041
dr-os,500.0,0.000231,0.000306,0.0,2e-05,0.000106,0.000331,0.001698
switch-dr (oracle),500.0,0.0001,0.00016,0.0,7e-06,3.5e-05,0.000119,0.001069
switch-dr,500.0,0.000251,0.000334,0.0,2.5e-05,0.00012,0.000345,0.001833
