,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.072588,0.012547,0.039782,0.064273,0.071647,0.079719,0.122535
dr-ibt,500.0,0.073181,0.012641,0.037533,0.064408,0.072245,0.080948,0.118466
dr-ibt (tau=0),500.0,0.095636,0.013653,0.056962,0.08646,0.095045,0.103662,0.142413
dm,500.0,0.101608,0.013966,0.065371,0.092422,0.101225,0.11042,0.148032
dr,500.0,0.071922,0.012077,0.036301,0.063585,0.071281,0.079936,0.113972
mrdr,500.0,0.071923,0.012181,0.038016,0.063362,0.071724,0.080036,0.113538
dr-os (oracle),500.0,0.073017,0.012537,0.042689,0.064037,0.071985,0.081282,0.111194
dr-os,500.0,0.073017,0.012537,0.042689,0.064037,0.071985,0.081282,0.111194
switch-dr (oracle),500.0,0.072196,0.012406,0.032234,0.063613,0.071391,0.080564,0.119776
switch-dr,500.0,0.072285,0.012431,0.032234,0.063613,0.071421,0.080564,0.119776
