,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.062043,0.013059,0.028168,0.052913,0.06087,0.071077,0.101615
dr-ibt,500.0,0.069459,0.012485,0.040938,0.060471,0.068896,0.077371,0.113893
dr-ibt (tau=0),500.0,0.064325,0.014832,0.028168,0.053631,0.062469,0.073595,0.118682
dm,500.0,0.099125,0.014391,0.058494,0.089811,0.09806,0.107738,0.150867
dr,500.0,0.069441,0.012499,0.039695,0.061405,0.068335,0.077019,0.115609
mrdr,500.0,0.069537,0.012121,0.040481,0.061447,0.068671,0.077171,0.119964
dr-os (oracle),500.0,0.069232,0.011957,0.031474,0.060499,0.068831,0.077519,0.108909
dr-os,500.0,0.069232,0.011957,0.031474,0.060499,0.068831,0.077519,0.108909
switch-dr (oracle),500.0,0.069707,0.011704,0.039724,0.062004,0.069449,0.076903,0.112526
switch-dr,500.0,0.069919,0.011722,0.039922,0.062218,0.06972,0.077209,0.112526
