,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,8e-06,2.6e-05,0.0,0.0,0.0,2e-06,0.000275
dr-ibt,500.0,7.9e-05,0.000113,0.0,7e-06,3.7e-05,9.8e-05,0.00082
dr-ibt (tau=0),500.0,0.000457,0.000318,0.0,0.000193,0.000415,0.000665,0.00156
dm,500.0,0.013601,0.003206,0.005403,0.01139,0.013517,0.015348,0.024783
dr,500.0,0.000176,0.000246,0.0,1.4e-05,7e-05,0.000232,0.001609
mrdr,500.0,8.2e-05,0.000116,0.0,7e-06,3.7e-05,0.000113,0.000875
dr-os (oracle),500.0,0.000121,0.000207,0.0,6e-06,2.7e-05,0.000159,0.001691
dr-os,500.0,0.000175,0.000245,0.0,1.4e-05,7.1e-05,0.000242,0.001691
switch-dr (oracle),500.0,0.000155,0.000233,0.0,9e-06,5.6e-05,0.000195,0.001609
switch-dr,500.0,0.000176,0.000246,0.0,1.4e-05,7e-05,0.000232,0.001609
