,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000688,0.001433,0.0,3e-06,9.5e-05,0.000629,0.011434
dr-ibt,500.0,0.001078,0.001826,0.0,7.5e-05,0.000369,0.001125,0.012295
dr-ibt (tau=0),500.0,0.000933,0.001582,0.0,6e-05,0.000353,0.001073,0.011434
dm,500.0,0.010533,0.008413,1.3e-05,0.004181,0.008683,0.014481,0.051353
dr,500.0,0.001823,0.002814,0.0,0.00015,0.000657,0.002184,0.021184
mrdr,500.0,0.001532,0.002365,0.0,0.00016,0.000672,0.001761,0.019424
dr-os (oracle),500.0,0.001065,0.002284,0.0,2.1e-05,0.000158,0.000937,0.021323
dr-os,500.0,0.001804,0.00279,0.0,0.000156,0.00067,0.002247,0.021323
switch-dr (oracle),500.0,0.001328,0.002282,0.0,9.6e-05,0.000492,0.001568,0.021184
switch-dr,500.0,0.001823,0.002814,0.0,0.00015,0.000657,0.002184,0.021184
