,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000832,0.001707,0.0,3e-06,0.000116,0.000836,0.012298
dr-ibt,500.0,0.001184,0.00207,0.0,0.000101,0.00042,0.001233,0.018569
dr-ibt (tau=0),500.0,0.001087,0.0019,0.0,7.3e-05,0.000338,0.001084,0.012298
dm,500.0,0.013495,0.010157,1e-06,0.006299,0.011087,0.018113,0.0622
dr,500.0,0.001811,0.002608,0.0,0.000199,0.000817,0.002483,0.027574
mrdr,500.0,0.001511,0.002124,0.0,0.000155,0.000729,0.001941,0.016494
dr-os (oracle),500.0,0.001179,0.002352,0.0,4.3e-05,0.000308,0.001279,0.027735
dr-os,500.0,0.001796,0.0026,0.0,0.00021,0.0008,0.002415,0.027735
switch-dr (oracle),500.0,0.001482,0.00236,0.0,0.00016,0.000674,0.001934,0.027574
switch-dr,500.0,0.001811,0.002608,0.0,0.000199,0.000817,0.002483,0.027574
