,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,1e-05,3.2e-05,0.0,0.0,1e-06,4e-06,0.000428
dr-ibt,500.0,7.4e-05,0.000117,0.0,7e-06,3.4e-05,9.1e-05,0.000839
dr-ibt (tau=0),500.0,0.000385,0.00029,0.0,0.000137,0.000334,0.000582,0.001278
dm,500.0,0.015859,0.003439,0.006807,0.013605,0.015761,0.018119,0.028345
dr,500.0,0.000198,0.000282,0.0,1.9e-05,8.1e-05,0.000254,0.002296
mrdr,500.0,8.2e-05,0.000127,0.0,7e-06,3.3e-05,0.000109,0.001516
dr-os (oracle),500.0,0.000137,0.000243,0.0,7e-06,2.8e-05,0.000165,0.002384
dr-os,500.0,0.000198,0.000281,0.0,2.1e-05,8.2e-05,0.000273,0.002384
switch-dr (oracle),500.0,0.00018,0.000257,0.0,1.7e-05,7.5e-05,0.00024,0.002296
switch-dr,500.0,0.000198,0.000282,0.0,1.9e-05,8.1e-05,0.000254,0.002296
