,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.061718,0.013058,0.024814,0.052735,0.061244,0.070627,0.104272
dr-ibt,500.0,0.070073,0.012265,0.031657,0.061656,0.069776,0.078202,0.112454
dr-ibt (tau=0),500.0,0.064383,0.014993,0.024814,0.05388,0.062873,0.074791,0.111298
dm,500.0,0.098463,0.014728,0.057497,0.088504,0.098617,0.108239,0.158523
dr,500.0,0.070332,0.01321,0.037243,0.061243,0.069243,0.079139,0.118535
mrdr,500.0,0.070144,0.012867,0.03711,0.061555,0.06916,0.078708,0.114367
dr-os (oracle),500.0,0.069707,0.012809,0.034108,0.061362,0.069362,0.077768,0.119921
dr-os,500.0,0.069707,0.012809,0.034108,0.061362,0.069362,0.077768,0.119921
switch-dr (oracle),500.0,0.0683,0.01253,0.034321,0.06001,0.067841,0.076074,0.111008
switch-dr,500.0,0.068894,0.012576,0.034321,0.060472,0.068476,0.076779,0.111008
