,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,1.3e-05,6.3e-05,0.0,0.0,1e-06,3e-06,0.000679
dr-ibt,500.0,0.000115,0.000178,0.0,1e-05,4.6e-05,0.000144,0.001279
dr-ibt (tau=0),500.0,0.000359,0.0003,0.0,8.3e-05,0.000306,0.000596,0.001558
dm,500.0,0.015834,0.003214,0.0082,0.013741,0.015689,0.017846,0.027022
dr,500.0,0.000251,0.00034,0.0,2.7e-05,0.000115,0.000317,0.001993
mrdr,500.0,0.000134,0.000193,0.0,1.5e-05,5.8e-05,0.000185,0.001436
dr-os (oracle),500.0,0.000231,0.00035,0.0,1.3e-05,7.7e-05,0.000296,0.002078
dr-os,500.0,0.000266,0.000354,0.0,3e-05,0.000126,0.000341,0.002078
switch-dr (oracle),500.0,0.000244,0.000333,0.0,2.7e-05,0.000112,0.000307,0.001993
switch-dr,500.0,0.000251,0.00034,0.0,2.7e-05,0.000115,0.000317,0.001993
