,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000161,0.000495,0.0,0.0,5e-06,0.000121,0.007939
dr-ibt,500.0,0.000389,0.00072,0.0,2.2e-05,0.000138,0.000433,0.007459
dr-ibt (tau=0),500.0,0.000323,0.000605,0.0,3e-05,0.000164,0.000419,0.009674
dm,500.0,0.013726,0.005949,0.001441,0.009408,0.013037,0.017554,0.043222
dr,500.0,0.000762,0.00106,0.0,6.3e-05,0.000312,0.001065,0.007255
mrdr,500.0,0.000511,0.000832,0.0,4e-05,0.000186,0.000624,0.006978
dr-os (oracle),500.0,0.000603,0.001004,0.0,1.9e-05,0.000179,0.000662,0.007373
dr-os,500.0,0.000767,0.001069,0.0,6.3e-05,0.000336,0.001029,0.007373
switch-dr (oracle),500.0,0.00072,0.000997,0.0,5.9e-05,0.000294,0.001,0.007255
switch-dr,500.0,0.000762,0.00106,0.0,6.3e-05,0.000312,0.001065,0.007255
