,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000112,0.00029,0.0,0.0,4e-06,7.7e-05,0.002564
dr-ibt,500.0,0.000304,0.0005,0.0,2.8e-05,0.000125,0.000369,0.005065
dr-ibt (tau=0),500.0,0.000316,0.000398,0.0,3.2e-05,0.000156,0.000494,0.002747
dm,500.0,0.014145,0.006045,0.001594,0.00966,0.013344,0.018068,0.043126
dr,500.0,0.000694,0.000973,0.0,7.2e-05,0.00032,0.000905,0.007008
mrdr,500.0,0.000441,0.000599,0.0,4.4e-05,0.000199,0.000605,0.004404
dr-os (oracle),500.0,0.000445,0.000759,0.0,1.7e-05,0.000143,0.000555,0.006163
dr-os,500.0,0.000682,0.000954,0.0,6.7e-05,0.00033,0.00088,0.006661
switch-dr (oracle),500.0,0.000522,0.000791,0.0,4.4e-05,0.000197,0.000682,0.006062
switch-dr,500.0,0.000694,0.000973,0.0,7.2e-05,0.00032,0.000905,0.007008
