,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000674,0.001354,0.0,3e-06,0.000101,0.00067,0.009956
dr-ibt,500.0,0.001116,0.001964,0.0,8.2e-05,0.000393,0.001243,0.017845
dr-ibt (tau=0),500.0,0.000905,0.001509,0.0,5.9e-05,0.000265,0.000991,0.009956
dm,500.0,0.014071,0.010383,2e-06,0.006959,0.011449,0.018934,0.06822
dr,500.0,0.001858,0.002573,0.0,0.000239,0.000853,0.002352,0.019599
mrdr,500.0,0.001431,0.002177,0.0,0.000129,0.000617,0.00182,0.019709
dr-os (oracle),500.0,0.001176,0.002221,0.0,5.8e-05,0.000279,0.001265,0.019806
dr-os,500.0,0.001845,0.002562,0.0,0.000233,0.000821,0.002372,0.019806
switch-dr (oracle),500.0,0.00152,0.002255,0.0,0.00017,0.000631,0.002004,0.019599
switch-dr,500.0,0.001858,0.002573,0.0,0.000239,0.000853,0.002352,0.019599
