,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000502,0.00116,0.0,4e-06,8.2e-05,0.000432,0.014458
dr-ibt,500.0,0.001118,0.002069,0.0,9.7e-05,0.000424,0.001228,0.021519
dr-ibt (tau=0),500.0,0.000688,0.001249,0.0,6.5e-05,0.000249,0.000742,0.014458
dm,500.0,0.009989,0.008562,4e-06,0.003877,0.007566,0.013692,0.058439
dr,500.0,0.001927,0.003141,0.0,0.000146,0.000757,0.002555,0.035204
mrdr,500.0,0.001442,0.002439,0.0,0.000151,0.00059,0.001792,0.030208
dr-os (oracle),500.0,0.001152,0.002751,0.0,2.9e-05,0.000212,0.000999,0.035397
dr-os,500.0,0.001908,0.00312,0.0,0.000141,0.000752,0.00244,0.035397
switch-dr (oracle),500.0,0.001162,0.002654,0.0,5.1e-05,0.000309,0.001128,0.035204
switch-dr,500.0,0.001927,0.003141,0.0,0.000146,0.000757,0.002555,0.035204
