,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.070155,0.012097,0.040186,0.061629,0.069488,0.077372,0.122638
dr-ibt,500.0,0.070652,0.012304,0.038669,0.062451,0.069807,0.078679,0.120038
dr-ibt (tau=0),500.0,0.089257,0.013144,0.057481,0.079995,0.088539,0.097649,0.139746
dm,500.0,0.100953,0.01422,0.062352,0.089834,0.101213,0.110605,0.142938
dr,500.0,0.071228,0.012809,0.03978,0.061796,0.071034,0.079464,0.11923
mrdr,500.0,0.071138,0.012673,0.043566,0.06231,0.070784,0.079519,0.11463
dr-os (oracle),500.0,0.070109,0.011756,0.04177,0.062199,0.06966,0.077224,0.11035
dr-os,500.0,0.070109,0.011756,0.04177,0.062199,0.06966,0.077224,0.11035
switch-dr (oracle),500.0,0.071715,0.012351,0.040889,0.06282,0.07119,0.079461,0.106925
switch-dr,500.0,0.071878,0.012399,0.040889,0.063081,0.071342,0.079388,0.106925
