,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.036015,0.030118,0.000442,0.006834,0.027222,0.064122,0.101123
dr-ibt,500.0,0.067973,0.011945,0.035863,0.060053,0.067891,0.074984,0.109485
dr-ibt (tau=0),500.0,0.120037,0.164408,0.00046,0.006947,0.027334,0.187151,0.600932
dm,500.0,0.098853,0.013323,0.059572,0.089806,0.09833,0.107906,0.143443
dr,500.0,0.068285,0.011708,0.033482,0.060234,0.067706,0.076431,0.101809
mrdr,500.0,0.068405,0.011344,0.03707,0.061285,0.068031,0.07583,0.101592
dr-os (oracle),500.0,0.06832,0.011731,0.041268,0.059983,0.067646,0.075883,0.113092
dr-os,500.0,0.06832,0.011731,0.041268,0.059983,0.067646,0.075883,0.113092
switch-dr (oracle),500.0,0.068237,0.011933,0.037217,0.059611,0.067817,0.075485,0.116887
switch-dr,500.0,0.068282,0.011943,0.037217,0.059627,0.067817,0.075636,0.116887
