,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,9e-06,3.7e-05,0.0,0.0,1e-06,4e-06,0.000571
dr-ibt,500.0,8.2e-05,0.000134,0.0,7e-06,3.1e-05,9.7e-05,0.00121
dr-ibt (tau=0),500.0,0.000442,0.000315,0.0,0.000167,0.000409,0.00071,0.001377
dm,500.0,0.016039,0.003394,0.008235,0.013755,0.015847,0.01799,0.027418
dr,500.0,0.000208,0.000299,0.0,1.8e-05,9.3e-05,0.000282,0.002031
mrdr,500.0,9.4e-05,0.00015,0.0,8e-06,3.7e-05,0.000117,0.001325
dr-os (oracle),500.0,0.000174,0.000292,0.0,7e-06,4.7e-05,0.000208,0.00213
dr-os,500.0,0.000215,0.000307,0.0,1.9e-05,9.7e-05,0.000304,0.00213
switch-dr (oracle),500.0,0.000188,0.000285,0.0,1.3e-05,7.3e-05,0.000265,0.002031
switch-dr,500.0,0.000208,0.000299,0.0,1.8e-05,9.3e-05,0.000282,0.002031
