,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.071276,0.026163,0.014429,0.053432,0.066312,0.086475,0.154381
dr-ibt,500.0,0.073545,0.026542,0.012497,0.054152,0.069485,0.090249,0.148925
dr-ibt (tau=0),500.0,0.104213,0.032477,0.029234,0.080442,0.099892,0.124652,0.216971
dm,500.0,0.097914,0.027743,0.035472,0.078826,0.095168,0.116169,0.195048
dr,500.0,0.073775,0.025688,0.013913,0.054547,0.070535,0.090601,0.177944
mrdr,500.0,0.074257,0.026564,0.014569,0.054572,0.070646,0.090462,0.188071
dr-os (oracle),500.0,0.073942,0.025256,0.018571,0.056576,0.071085,0.088628,0.18916
dr-os,500.0,0.074082,0.025476,0.018571,0.056675,0.071085,0.088628,0.18916
switch-dr (oracle),500.0,0.072057,0.024581,0.023998,0.053444,0.070032,0.086601,0.153802
switch-dr,500.0,0.073507,0.025035,0.023998,0.05522,0.07135,0.088128,0.153802
