,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.044329,0.034898,0.002503,0.016275,0.035096,0.064303,0.178325
dr-ibt,500.0,0.073766,0.02545,0.01684,0.055294,0.069239,0.089402,0.149973
dr-ibt (tau=0),500.0,0.12737,0.154652,0.002544,0.019432,0.050113,0.186672,0.626414
dm,500.0,0.099995,0.02617,0.042816,0.082167,0.098069,0.115746,0.193659
dr,500.0,0.071051,0.023272,0.020947,0.055141,0.070512,0.08622,0.149301
mrdr,500.0,0.071375,0.024138,0.017471,0.054704,0.070408,0.088349,0.145756
dr-os (oracle),500.0,0.072265,0.024987,0.017467,0.053991,0.070625,0.087333,0.171134
dr-os,500.0,0.072318,0.025029,0.017467,0.05417,0.070823,0.087472,0.171134
switch-dr (oracle),500.0,0.069338,0.022667,0.017648,0.054834,0.067133,0.084261,0.149706
switch-dr,500.0,0.070485,0.023177,0.017648,0.055267,0.068643,0.0849,0.151191
