,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.068579,0.039759,0.001814,0.040666,0.062269,0.086061,0.278908
dr-ibt,500.0,0.078415,0.042132,0.004904,0.047098,0.072667,0.0999,0.276895
dr-ibt (tau=0),500.0,0.095592,0.044865,0.018455,0.063909,0.09099,0.119329,0.320419
dm,500.0,0.098649,0.043629,0.015114,0.068523,0.095129,0.125359,0.287793
dr,500.0,0.073136,0.039522,0.004235,0.042994,0.067236,0.095136,0.215147
mrdr,500.0,0.072676,0.042475,0.001284,0.042142,0.06652,0.097035,0.237815
dr-os (oracle),500.0,0.074353,0.041719,0.004045,0.043938,0.066781,0.095255,0.265181
dr-os,500.0,0.075762,0.043237,0.004045,0.044023,0.068229,0.098765,0.267056
switch-dr (oracle),500.0,0.074256,0.041682,0.003548,0.043681,0.06665,0.096069,0.246519
switch-dr,500.0,0.078447,0.043752,0.003548,0.047626,0.069687,0.1016,0.257361
