,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000101,0.000255,0.0,0.0,5e-06,9e-05,0.002709
dr-ibt,500.0,0.000326,0.000537,0.0,2.8e-05,0.000142,0.000392,0.004095
dr-ibt (tau=0),500.0,0.000325,0.000385,0.0,4.8e-05,0.000185,0.000454,0.003169
dm,500.0,0.012735,0.006083,0.001597,0.008688,0.011765,0.016306,0.038669
dr,500.0,0.000632,0.000882,0.0,6.1e-05,0.000278,0.000811,0.006169
mrdr,500.0,0.000434,0.000601,0.0,4.5e-05,0.000191,0.000591,0.004646
dr-os (oracle),500.0,0.000415,0.00074,0.0,1.8e-05,0.000127,0.000424,0.00531
dr-os,500.0,0.000629,0.000879,0.0,6.5e-05,0.000258,0.000807,0.005991
switch-dr (oracle),500.0,0.000453,0.000734,0.0,3.2e-05,0.000149,0.000517,0.005226
switch-dr,500.0,0.000632,0.000882,0.0,6.1e-05,0.000278,0.000811,0.006169
