,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.068919,0.038967,2.8e-05,0.04206,0.061816,0.088724,0.332555
dr-ibt,500.0,0.078714,0.041086,0.000163,0.050495,0.072866,0.100798,0.357511
dr-ibt (tau=0),500.0,0.088634,0.042469,0.001865,0.058145,0.083352,0.110976,0.335234
dm,500.0,0.104071,0.045505,0.016986,0.069892,0.09937,0.128946,0.273879
dr,500.0,0.079154,0.042766,0.001088,0.047121,0.071108,0.104043,0.277821
mrdr,500.0,0.079976,0.046936,0.004282,0.04352,0.073286,0.105476,0.296801
dr-os (oracle),500.0,0.074165,0.040077,0.003263,0.043469,0.068679,0.09724,0.212989
dr-os,500.0,0.075083,0.040985,0.003263,0.043513,0.06968,0.097506,0.232225
switch-dr (oracle),500.0,0.07319,0.037001,0.002119,0.046215,0.06958,0.096585,0.232017
switch-dr,500.0,0.075852,0.037897,0.002119,0.048742,0.071919,0.097777,0.232521
